Job_ID,Company,Job_name,Location,Applicants,involvement,Level,Employees,Link,Followers,Industry,skills,merged,Company_ID,Details_ID,clusters
J-209,LTIMindtree,Specialist - Software Engineering,"Pune, Maharashtra, India",45,Full-time,Entry level,10001,https://www.linkedin.com/company/ltimindtree/life/,91623,IT Services and IT Consulting,"data analytics,Java,Spring,Hibernate",Full-timeEntry level45,C-32,D-111,3
J-210,BYJU'S,Business Development Associate,Greater Kolkata Area,12,Full-time,Internship,10001,https://www.linkedin.com/company/byjus/life/,1686546,E-Learning Providers,data analytics,Full-timeInternship12,C-22,D-104,0
J-211,Wishup.co,Virtual Assistant,Mumbai Metropolitan Region,33,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,project management",Full-timeAssociate33,C-98,D-112,3
J-212,Optum,"Senior Data Engineering Analyst - Noida, UP","Noida, Uttar Pradesh, India",14,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/optum/life/,576519,Hospitals and Health Care,"data analytics,sql,scripting",Full-timeMid-Senior level14,C-36,D-86,3
J-213,DBS Bank,personal banker,"Luxettipet, Telangana, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,data analytics,Full-timeEntry level1,C-50,D-11,3
J-214,Razorpay,Analyst- Business Operations,"Bengaluru, Karnataka, India",10,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/razorpay/life/,456707,Software Development,data analytics,Full-timeMid-Senior level10,C-45,D-43,3
J-215,Infosys,IT Consulting,"Bengaluru, Karnataka, India",90,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/infosys/life/,6510006,IT Services and IT Consulting,"data analytics,project management",Full-timeMid-Senior level90,C-87,D-113,1
J-216,Infosys,System Design and Integrator,"Bengaluru, Karnataka, India",19,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/infosys/life/,6510006,IT Services and IT Consulting,"data analytics,design principles",Full-timeMid-Senior level19,C-87,D-66,1
J-217,PwC,Associate,"Bengaluru, Karnataka, India",132,Full-time,Associate,10001,https://www.linkedin.com/company/pwc/life/,4798788,Accounting,"data analytics,scripting,ms office",Full-timeAssociate132,C-79,D-114,2
J-218,Bayer,Marketing Executive,"Kerala, India",2,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/bayer/life/,4641861,Chemical Manufacturing,data analytics,Full-timeMid-Senior level2,C-89,D-19,2
J-219,Dassault Syst̬mes,Intern,"Pune, Maharashtra, India",4,Internship,Internship,10001,https://www.linkedin.com/company/dassaultsystemes/life/,640596,Software Development,data analytics,InternshipInternship4,C-101,D-115,3
J-220,Volvo Group,.NET Developer- eCommerce Team,"Bengaluru, Karnataka, India",6,Full-time,Internship,10001,https://www.linkedin.com/company/volvo-group/life/,1475765,Motor Vehicle Manufacturing,"data analytics,Java,scripting,sql,Hibernate",Full-timeInternship6,C-47,D-116,0
J-221,Citi,CitiPhone Officer,"Chennai, Tamildu, India",5,Full-time,Internship,10001,https://www.linkedin.com/company/citi/life/,3923020,Financial Services,data analytics,Full-timeInternship5,C-8,D-117,2
J-222,PPD,Project Support Coord,"Bengaluru, Karnataka, India",27,Full-time,Internship,10001,https://www.linkedin.com/company/ppd/life/,476998,Research Services,"data analytics,scripting",Full-timeInternship27,C-102,D-118,3
J-223,Infosys,IT Testing,"Bengaluru, Karnataka, India",181,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/infosys/life/,6510006,IT Services and IT Consulting,"data analytics,scripting",Full-timeMid-Senior level181,C-87,D-119,1
J-224,Michael Page,Product Head - Food Tech - Bengaluru - 12 Yr,"Bengaluru, Karnataka, India",89,Full-time,Director,3500,https://www.linkedin.com/company/michael-page/life/,3099336,Staffing and Recruiting,"data analytics,scripting",Full-timeDirector89,C-103,D-120,2
J-225,Wishup.co,Executive Assistant,"Hyderabad, Telangana, India",18,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,project management",Full-timeAssociate18,C-98,D-121,3
J-226,PwC India,Associate - Bengaluru - Technology Consulting,"Bengaluru, Karnataka, India",29,Full-time,Entry level,3500,https://www.linkedin.com/company/pwc-india/life/,926560,Business Consulting and Services,"data analytics,scripting",Full-timeEntry level29,C-104,D-65,0
J-227,DBS Bank,personal banker,"Bengaluru South, Karnataka, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,data analytics,Full-timeEntry level2,C-50,D-47,3
J-228,Textron India Private Limited,Process Associate,"Bengaluru South, Karnataka, India",116,Full-time,Mid-Senior level,350,https://www.linkedin.com/company/textron-india-private-limited/life/,1611,Aviation and Aerospace Component Manufacturing,"data analytics,ms office",Full-timeMid-Senior level116,C-46,D-122,3
J-229,Wishup.co,Virtual Assistant,"Chennai, Tamildu, India",73,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,project management",Full-timeAssociate73,C-98,D-123,3
J-230,Intertrust Group,Associate,"Bengaluru, Karnataka, India",1,Full-time,Entry level,3000,https://www.linkedin.com/company/intertrust-group/life/,121805,Financial Services,data analytics,Full-timeEntry level1,C-12,D-11,3
J-231,Kunduz,Subject Matter Expert (Organic Chemistry),"Mumbai, Maharashtra, India",23,Part-time,Part-time,125,https://www.linkedin.com/company/kunduz/life/,9375,E-Learning Providers,data analytics,Part-timePart-time23,C-105,D-124,3
J-232,Danske Bank,Kubernetes/Openshift Administrator with Linux skills,"Bengaluru, Karnataka, India",8,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/danskebank/life/,159279,Financial Services,"data analytics,scripting,operating systems,python",Full-timeMid-Senior level8,C-35,D-125,3
J-233,Larsen & Toubro,Construction Engineer Fresher,"Mumbai, Maharashtra, India",121,Full-time,Entry level,10001,https://www.linkedin.com/company/larsen-&-toubro-limited/life/,3365316,Construction,data analytics,Full-timeEntry level121,C-106,D-126,2
J-234,TE Connectivity,Order Management Analyst,"Bengaluru, Karnataka, India",7,Full-time,Associate,10001,https://www.linkedin.com/company/te-connectivity/life/,475543,"Appliances, Electrical, and Electronics Manufacturing","data analytics,time management,teamwork",Full-timeAssociate7,C-107,D-89,3
J-235,Wishup.co,Virtual Assistant,"Telangana, India",50,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,ms office,project management",Full-timeAssociate50,C-98,D-127,3
J-236,Volvo Group,Software Engineer - UI,"Bengaluru, Karnataka, India",17,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/volvo-group/life/,1475765,Motor Vehicle Manufacturing,"data analytics,Spring,scripting",Full-timeMid-Senior level17,C-47,D-20,0
J-237,DBS Bank,personal banker CASA,"Egmore, Tamildu, India",1,Full-time,Internship,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,data analytics,Full-timeInternship1,C-50,D-40,3
J-238,Sprinklr,Product Analyst,"Bengaluru, Karnataka, India",99,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/sprinklr/life/,364703,Software Development,"data analytics,scripting,time management",Full-timeMid-Senior level99,C-108,D-128,3
J-239,IDFC FIRST Bank,Product Manager-Credit Cards,"Mumbai, Maharashtra, India",11,Full-time,Entry level,10001,https://www.linkedin.com/company/idfcfirstbank/life/,872860,Banking,"data analytics,scripting,attention to detail",Full-timeEntry level11,C-109,D-4,0
J-240,Marriott Hotels,Front Office Associate,"Goa, India",13,Full-time,Entry level,10001,https://www.linkedin.com/company/marriott_hotels_resorts/life/,451484,Hospitality,data analytics,Full-timeEntry level13,C-110,D-63,3
J-241,Galentic Pharma (India) Pvt. Ltd.,Analytical Documentation Officer,"Mumbai, Maharashtra, India",15,Full-time,Entry level,350,https://www.linkedin.com/company/galentic-pharma-india-pvt.-ltd./life/,7502,Pharmaceutical Manufacturing,data analytics,Full-timeEntry level15,C-111,D-129,3
J-242,Sheraton Hotels & Resorts,Receiving Executive,"Chennai, Tamildu, India",13,Full-time,Entry level,3000,https://www.linkedin.com/company/sheraton/life/,453706,Hospitality,data analytics,Full-timeEntry level13,C-112,D-63,3
J-243,Infosys,SAP Testing- IVSU - SACON,"Bengaluru, Karnataka, India",9,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/infosys/life/,6510006,IT Services and IT Consulting,"data analytics,scripting",Full-timeMid-Senior level9,C-87,D-83,1
J-244,Novartis India,Specialist- MS&T,"Hyderabad, Telangana, India",3,Full-time,Associate,10001,https://www.linkedin.com/company/novartis-india/life/,120007,Pharmaceutical Manufacturing,"data analytics,scripting,tableau",Full-timeAssociate3,C-39,D-23,3
J-245,Citi,Cash And Trade Proc Rep - C05,"Mumbai, Maharashtra, India",3,Full-time,Internship,10001,https://www.linkedin.com/company/citi/life/,3923020,Financial Services,"data analytics,scripting",Full-timeInternship3,C-8,D-103,2
J-246,PwC India,Senior Associate - Bangalore - Technology Consulting,"Bengaluru, Karnataka, India",12,Full-time,Mid-Senior level,3500,https://www.linkedin.com/company/pwc-india/life/,926560,Business Consulting and Services,"data analytics,scripting",Full-timeMid-Senior level12,C-104,D-9,0
J-247,IDFC FIRST Bank,Product Manager-Credit Cards,"Mumbai, Maharashtra, India",29,Full-time,Entry level,10001,https://www.linkedin.com/company/idfcfirstbank/life/,872860,Banking,"data analytics,scripting,attention to detail",Full-timeEntry level29,C-109,D-65,0
J-248,KONE,SW Test Engineer,"Chennai, Tamildu, India",33,Full-time,Associate,10001,https://www.linkedin.com/company/kone/life/,407662,Industrial Machinery Manufacturing,data analytics,Full-timeAssociate33,C-86,D-112,3
J-249,Barclays,Technical Lead,"Pune, Maharashtra, India",3,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"data analytics,Java,Spring",Full-timeMid-Senior level3,C-5,D-24,0
J-250,KONE,SW Test Engineer,"Chennai, Tamildu, India",32,Full-time,Associate,10001,https://www.linkedin.com/company/kone/life/,407662,Industrial Machinery Manufacturing,data analytics,Full-timeAssociate32,C-86,D-130,3
J-251,Barclays,Application Support Specialist,"Pune, Maharashtra, India",2,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"data analytics,scripting,sql",Full-timeMid-Senior level2,C-5,D-19,0
J-252,Dunzo,Key Account Manager - DMS,"Bengaluru, Karnataka, India",96,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/dunzo-in/life/,273104,"Technology, Information and Internet",data analytics,Full-timeMid-Senior level96,C-113,D-73,3
J-253,Barclays,Application Support Analyst,"Pune, Maharashtra, India",22,Full-time,Associate,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"data analytics,scripting,sql",Full-timeAssociate22,C-5,D-131,0
J-254,BNP Paribas,Admin/Senior Admin (UAM),"Mumbai, Maharashtra, India",7,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/bnp-paribas/life/,1223937,Banking,"data analytics,scripting,attention to detail,communication skills,teamwork",Full-timeMid-Senior level7,C-114,D-13,0
J-255,Accenture in India,Bus Process Delivery Associate-Query Management,"Mumbai, Maharashtra, India",6,Full-time,Entry level,10001,https://www.linkedin.com/company/accentureindia/life/,1509790,IT Services and IT Consulting,data analytics,Full-timeEntry level6,C-57,D-93,0
J-256,Citi,OFFICER,"Pune, Maharashtra, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/citi/life/,3923020,Financial Services,"data analytics,Java,J2EE,Spring,Hibernate,scripting,sql",Full-timeEntry level1,C-8,D-11,2
J-257,PwC India,Senior Associate - Bangalore - Technology Consulting,"Bengaluru, Karnataka, India",9,Full-time,Mid-Senior level,3500,https://www.linkedin.com/company/pwc-india/life/,926560,Business Consulting and Services,"data analytics,scripting",Full-timeMid-Senior level9,C-104,D-83,0
J-258,Daimler Truck AG,Driver Experience - Android Developer - T8,"Bengaluru, Karnataka, India",5,Full-time,Entry level,10001,https://www.linkedin.com/company/daimlertruckag/life/,127658,Motor Vehicle Manufacturing,"data analytics,teamwork,time management,Java,scripting,python",Full-timeEntry level5,C-115,D-85,3
J-259,Wishup.co,Executive Assistant,India,65,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,ms office,project management",Full-timeAssociate65,C-98,D-132,3
J-260,Kunduz,Doubt Solving Expert (Mathematics),"Hyderabad, Telangana, India",24,Part-time,Part-time,125,https://www.linkedin.com/company/kunduz/life/,9375,E-Learning Providers,data analytics,Part-timePart-time24,C-105,D-133,3
J-261,Clario,Validation Analyst,"Bengaluru, Karnataka, India",27,Full-time,Mid-Senior level,3500,https://www.linkedin.com/company/clario-inc/life/,46166,Biotechnology Research,"data analytics,scripting",Full-timeMid-Senior level27,C-116,D-134,3
J-262,Infosys,OBP Consultant,"Bengaluru, Karnataka, India",8,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/infosys/life/,6510006,IT Services and IT Consulting,"data analytics,J2EE,Java",Full-timeMid-Senior level8,C-87,D-125,1
J-263,Wishup.co,Assistant Manager,Mumbai Metropolitan Region,82,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,ms office,project management",Full-timeAssociate82,C-98,D-135,3
J-264,"Sunbelt Rentals, Inc.",Yard Associate,"Osmanabad, Maharashtra, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/sunbelt-rentals/life/,71131,Equipment Rental Services,"data analytics,scripting",Full-timeEntry level1,C-117,D-11,3
J-265,Jubilant Pharmova Limited,Officer-Production,"Nanjangud, Karnataka, India",7,Full-time,Entry level,10001,https://www.linkedin.com/company/jubilantpharmova/life/,162467,Pharmaceutical Manufacturing,"data analytics,attention to detail,sem",Full-timeEntry level7,C-118,D-41,3
J-266,Gartner,Account Executive,"Gurgaon, Haryana, India",5,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/gartner/life/,1471678,Information Services,data analytics,Full-timeMid-Senior level5,C-72,D-14,0
J-267,Metvy,Team Manager(internship),"Gurgaon, Haryana, India",47,Internship,Internship,350,https://www.linkedin.com/company/metvynetworking/life/,39731,E-Learning Providers,"data analytics,project management",InternshipInternship47,C-119,D-136,3
J-268,Urban Company,Quality Control Internship in Multiple locations at Urban Company,"Mumbai, Maharashtra, India",1,Full-time,Internship,10001,https://www.linkedin.com/company/urbancompany/life/,310254,"Technology, Information and Internet",data analytics,Full-timeInternship1,C-120,D-40,3
J-269,Le M̩ridien Hotels & Resorts,Engineering Assocaite,"Goa, India",8,Full-time,Entry level,10001,https://www.linkedin.com/company/le-meridien-hotels-&-resorts/life/,72438,Hospitality,data analytics,Full-timeEntry level8,C-121,D-98,3
J-270,DBS Bank,CASA Sales Officer / CASA Personal Banker,"Warangal, Telangana, India",1,Full-time,Internship,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,data analytics,Full-timeInternship1,C-50,D-40,3
J-271,HSBC,Consultant Specialist/Wealth & Personal Banking IT,"Hyderabad, Telangana, India",5,Full-time,Internship,10001,https://www.linkedin.com/company/hsbc/life/,3151200,Financial Services,"data analytics,scripting",Full-timeInternship5,C-9,D-117,2
J-272,State Street,Associate 2 - Investment Performance Analysis,"Hyderabad, Telangana, India",8,Full-time,Entry level,10001,https://www.linkedin.com/company/state-street/life/,458788,Financial Services,data analytics,Full-timeEntry level8,C-30,D-98,3
J-273,Gartner,Sr Market Research Specialist,"Gurgaon, Haryana, India",3,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/gartner/life/,1471678,Information Services,"data analytics,communication skills,market research,ms office,power bi",Full-timeMid-Senior level3,C-72,D-24,0
J-274,Renaissance Hotels,Food & Beverage Service Executive,"Lucknow, Uttar Pradesh, India",12,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/renaissance_hotels/life/,53019,Hospitality,data analytics,Full-timeMid-Senior level12,C-122,D-9,3
J-275,Barclays,Software Engineer in Test,"Pune, Maharashtra, India",4,Full-time,Associate,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"data analytics,Java,scripting,python,sql",Full-timeAssociate4,C-5,D-137,0
J-276,Simplilearn,Inside Sales Specialist,"Bengaluru, Karnataka, India",20,Full-time,Entry level,3000,https://www.linkedin.com/company/simplilearn/life/,404458,E-Learning Providers,data analytics,Full-timeEntry level20,C-123,D-138,3
J-277,Caliber,Marketing Associate,"Mumbai, Maharashtra, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/joincaliber/life/,122,Software Development,"data analytics,scripting",Full-timeEntry level1,C-124,D-11,3
J-278,Caliber,Marketing Associate,"Navi Mumbai, Maharashtra, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/joincaliber/life/,122,Software Development,"data analytics,scripting",Full-timeEntry level3,C-124,D-1,3
J-279,Gartner,Scrum Master,"Gurgaon, Haryana, India",42,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/gartner/life/,1471678,Information Services,data analytics,Full-timeMid-Senior level42,C-72,D-139,0
J-280,Omasy Research,Clinical Trial Coordinator,"Bengaluru, Karnataka, India",31,Full-time,Entry level,10001,https://www.linkedin.com/company/omasy-research/life/,7716,Biotechnology Research,data analytics,Full-timeEntry level31,C-125,D-70,3
J-281,Fairfield Inn & Suites by Marriott,Engineering Executive,"Belgaum, Karnataka, India",4,Full-time,Executive,3500,https://www.linkedin.com/company/fairfield_inn_suites_by_marriott/life/,22695,Hospitality,data analytics,Full-timeExecutive4,C-126,D-140,3
J-282,TikTok,Music Content Operations Intern,"Mumbai, Maharashtra, India",64,Full-time,Executive,10001,https://www.linkedin.com/company/tiktok/life/,2244891,Entertainment Providers,"data analytics,microsoft excel",Full-timeExecutive64,C-127,D-141,0
J-283,BNP Paribas,Admin/Senior Admin (UAM),"Mumbai, Maharashtra, India",1,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/bnp-paribas/life/,1223937,Banking,"data analytics,scripting,attention to detail,communication skills,teamwork",Full-timeMid-Senior level1,C-114,D-50,0
J-284,IDFC FIRST Bank,Pod Lead,"Noida, Uttar Pradesh, India",3,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/idfcfirstbank/life/,872860,Banking,"data analytics,scripting",Full-timeMid-Senior level3,C-109,D-24,0
J-285,DBS Bank,Channel Relationship Manager,"Bengaluru, Karnataka, India",7,Full-time,Internship,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,"data analytics,ms office",Full-timeInternship7,C-50,D-142,3
J-286,Antal International,Asst. Director - Marketing,"Bengaluru, Karnataka, India",9,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/antal-international/life/,616060,Staffing and Recruiting,"data analytics,scripting",Full-timeMid-Senior level9,C-128,D-83,3
J-287,UST,Associate I - Semiconductor Product Validation,"Bengaluru, Karnataka, India",6,Full-time,Entry level,10001,https://www.linkedin.com/company/ustglobal/life/,733242,IT Services and IT Consulting,"data analytics,scripting",Full-timeEntry level6,C-81,D-93,3
J-288,Courtyard by Marriott,Engineering Executive,"Meghalaya, India",3,Full-time,Executive,10001,https://www.linkedin.com/company/courtyard_by_marriott/life/,71237,Hospitality,data analytics,Full-timeExecutive3,C-129,D-143,3
J-289,Marriott Hotels,Bar Executive,"Mumbai, Maharashtra, India",4,Full-time,Executive,10001,https://www.linkedin.com/company/marriott_hotels_resorts/life/,451484,Hospitality,data analytics,Full-timeExecutive4,C-110,D-140,3
J-290,Barclays,Senior Application Support Analyst,"Pune, Maharashtra, India",7,Full-time,Associate,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"data analytics,scripting,sql",Full-timeAssociate7,C-5,D-89,0
J-291,Carrier,"Sr Assoc, Outside Sales","Bengaluru, Karnataka, India",1,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/carrier/life/,186561,Wholesale Building Materials,data analytics,Full-timeMid-Senior level1,C-130,D-50,3
J-292,State Street,Team Lead - Market Risk,"Bengaluru, Karnataka, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/state-street/life/,458788,Financial Services,"data analytics,scripting",Full-timeEntry level1,C-30,D-11,3
J-293,Rockwell Automation,AI/ML Lead Industry Solutions,"Bangalore Urban, Karnataka, India",3,Full-time,Associate,10001,https://www.linkedin.com/company/rockwell-automation/life/,769194,Automation Machinery Manufacturing,"data analytics,scripting",Full-timeAssociate3,C-131,D-23,3
J-294,LTIMindtree,SAP SF Functional Tester,"Mumbai, Maharashtra, India",7,Full-time,Entry level,10001,https://www.linkedin.com/company/ltimindtree/life/,91623,IT Services and IT Consulting,"data analytics,scripting",Full-timeEntry level7,C-32,D-41,3
J-295,Kunduz,Doubt Solving Expert (Physics),"Gurgaon, Haryana, India",8,Part-time,Part-time,125,https://www.linkedin.com/company/kunduz/life/,9375,E-Learning Providers,data analytics,Part-timePart-time8,C-105,D-144,3
J-296,HSBC,Assistant Manager Platform Services,"Kochi, Kerala, India",8,Full-time,Entry level,10001,https://www.linkedin.com/company/hsbc/life/,3151200,Financial Services,"data analytics,scripting,teamwork",Full-timeEntry level8,C-9,D-98,2
J-297,DBS Bank,CASA Sales Officer,Greater Hyderabad Area,1,Full-time,Entry level,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,data analytics,Full-timeEntry level1,C-50,D-11,3
J-298,Cardinal Health,Senior Software Engineer,"Bengaluru, Karnataka, India",12,Full-time,Associate,10001,https://www.linkedin.com/company/cardinal-health/life/,518074,Hospitals and Health Care,"data analytics,Java,Spring,sql,scripting,OOPS",Full-timeAssociate12,C-132,D-107,3
J-299,Intertrust Group,Manager - Business and IT Controls,"Bengaluru, Karnataka, India",1,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/intertrust-group/life/,121805,Financial Services,data analytics,Full-timeMid-Senior level1,C-12,D-50,3
J-300,NTT DATA Services,BPO Customer Care Collections Associate,"Chennai, Tamildu, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/ntt-data-americas/life/,468024,IT Services and IT Consulting,data analytics,Full-timeEntry level1,C-133,D-11,3
J-301,Accenture in India,DevOps Security Architect,"Bengaluru, Karnataka, India",3,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/accentureindia/life/,1509790,IT Services and IT Consulting,"data analytics,scripting",Full-timeMid-Senior level3,C-57,D-24,0
J-302,Hilton,F&B Cost Controller PTP,"Bengaluru East, Karnataka, India",7,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/hilton/life/,1719130,Hospitality,"data analytics,teamwork",Full-timeMid-Senior level7,C-59,D-13,0
J-303,Barclays,Middleware Engineer,"Pune, Maharashtra, India",5,Full-time,Associate,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"data analytics,python,scripting",Full-timeAssociate5,C-5,D-8,0
J-304,LSEG (London Stock Exchange Group),Associate Content Analyst,"Bengaluru, Karnataka, India",12,Full-time,Entry level,10001,https://www.linkedin.com/company/london-stock-exchange-group/life/,222353,Financial Services,"data analytics,attention to detail,sql",Full-timeEntry level12,C-134,D-145,3
J-305,Salesforce,Account Executive - MM,"Bengaluru, Karnataka, India",28,Full-time,Entry level,10001,https://www.linkedin.com/company/salesforce/life/,4145217,Software Development,data analytics,Full-timeEntry level28,C-135,D-146,2
J-306,State Street,"Core Operations, Team Lead","Bengaluru, Karnataka, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/state-street/life/,458788,Financial Services,"data analytics,scripting",Full-timeEntry level2,C-30,D-47,3
J-307,Barclays,BCSL Analyst,"Chennai, Tamildu, India",6,Full-time,Associate,10001,https://www.linkedin.com/company/barclays-bank/life/,1312733,Financial Services,"data analytics,ms office",Full-timeAssociate6,C-5,D-61,0
J-308,Wishup.co,Customer Service Representative,Mumbai Metropolitan Region,128,Full-time,Associate,350,https://www.linkedin.com/company/wishup-services/life/,30847,Business Consulting and Services,"data analytics,ms office,project management",Full-timeAssociate128,C-98,D-147,3
J-309,Infosys BPM,Associate Business Analyst,"Bengaluru, Karnataka, India",34,Full-time,Entry level,10001,https://www.linkedin.com/company/infosys-bpm/life/,795838,IT Services and IT Consulting,"data analytics,machine learning",Full-timeEntry level34,C-17,D-148,3
J-310,Walmart Global Tech India,SYSTEMS ENGINEER III,"Bengaluru, Karnataka, India",77,Full-time,Mid-Senior level,3500,https://www.linkedin.com/company/walmartglobaltechindia/life/,836404,IT Services and IT Consulting,data analytics,Full-timeMid-Senior level77,C-14,D-149,3
J-311,Talent Corner HR Services Pvt Ltd,Social Media Manager,"Navi Mumbai, Maharashtra, India",2,Full-time,Mid-Senior level,125,https://www.linkedin.com/company/talent-corner-hr-services-pvt-ltd/life/,123885,Business Consulting and Services,data analytics,Full-timeMid-Senior level2,C-136,D-19,3
J-312,UBS,Finance Analyst,"Hyderabad, Telangana, India",6,Full-time,Entry level,10001,https://www.linkedin.com/company/ubs/life/,1256566,Financial Services,"data analytics,ms office",Full-timeEntry level6,C-94,D-93,0
J-313,Abhyaz,Data Analyst (Intern),"Chennai, Tamildu, India",20,Part-time,Internship,10001,https://www.linkedin.com/company/abhyazlearning/life/,3331,E-Learning Providers,data analytics,Part-timeInternship20,C-20,D-150,3
J-314,MNR Solutions Pvt. Ltd.,Admin Officer,"Hyderabad, Telangana, India",14,Full-time,Entry level,350,https://www.linkedin.com/company/mnr-solutions-pvt--ltd/life/,58879,Staffing and Recruiting,data analytics,Full-timeEntry level14,C-65,D-60,3
J-315,EY,GCR UK - UKI London - Manage,"Bengaluru, Karnataka, India",2,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/ernstandyoung/life/,6993519,Professional Services,"data analytics,scripting",Full-timeMid-Senior level2,C-19,D-19,1
J-316,Royal Society of Chemistry,"Assistant Editorial Development Manager, India","Bengaluru North, Karnataka, India",8,Full-time,Mid-Senior level,750,https://www.linkedin.com/company/roysocchem/life/,107996,Book and Periodical Publishing,data analytics,Full-timeMid-Senior level8,C-137,D-125,3
J-317,ICON plc,TMF Lead,"Chennai, Tamildu, India",11,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/icon-plc-2/life/,367782,Pharmaceutical Manufacturing,"data analytics,collaboration",Full-timeMid-Senior level11,C-138,D-26,3
J-318,Hogarth,Copywriter,"Mumbai, Maharashtra, India",4,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/hogarth/life/,166247,Advertising Services,data analytics,Full-timeMid-Senior level4,C-139,D-22,3
J-319,DBS Bank,CASA Sales Officer,"Chalakkudy, Kerala, India",1,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,data analytics,Full-timeMid-Senior level1,C-50,D-50,3
J-320,Springerture Group,Kotlin Developer,"Pune, Maharashtra, India",4,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/springernaturegroup/life/,169120,Book and Periodical Publishing,"data analytics,Java,Spring,scripting",Full-timeMid-Senior level4,C-140,D-22,3
J-321,Sheraton Hotels & Resorts,Purchasing Associate,"Chennai, Tamildu, India",22,Full-time,Entry level,3000,https://www.linkedin.com/company/sheraton/life/,453706,Hospitality,data analytics,Full-timeEntry level22,C-112,D-151,3
J-322,PwC India,Associate,"Kolkata, West Bengal, India",48,Full-time,Entry level,3500,https://www.linkedin.com/company/pwc-india/life/,926560,Business Consulting and Services,"data analytics,scripting",Full-timeEntry level48,C-104,D-80,0
J-323,NatWest Group,"Software Engineer, Associate","Bengaluru, Karnataka, India",18,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/natwest-group/life/,535078,Banking,"data analytics,scripting,nosql,sql",Full-timeMid-Senior level18,C-80,D-152,3
J-324,Caterpillar Inc.,IT Analyst III - Mainframe Specialist,"Bengaluru, Karnataka, India",4,Full-time,Entry level,10001,https://www.linkedin.com/company/caterpillar-inc/life/,1499846,Machinery Manufacturing,"data analytics,scripting",Full-timeEntry level4,C-53,D-84,0
